ReportingCountry,country_name,Year,Pathogen,Class,Animal,PCU_ANIMALS,NS_a,Tested_a,PR_a,pathogen_name,class_name
MS8,Member State 8,2020,ESCCOL,TET,animals,59.79944437,37,74,0.5,E. coli,tetracyclines
MS8,Member State 8,2020,ESCCOL,QALL,animals,5.393312495,21,74,0.283783784,E. coli,fluoroquinolones and other quinolones
MS8,Member State 8,2020,ESCCOL,CEPH,animals,0.32567436,11,74,0.148648649,E. coli,third- and fourth-generation cephalosporins 
MS8,Member State 8,2020,ESCCOL,POL,animals,0.37549341,0,74,0,E. coli,polymyxins
MS8,Member State 8,2020,ESCCOL,AMP,animals,5.886848429,22,74,0.297297297,E. coli,aminopenicillins
MS1,Member State 1,2020,ESCCOL,TET,animals,16.78575288,344,903,0.380952381,E. coli,tetracyclines
MS1,Member State 1,2020,ESCCOL,QALL,animals,0.785197153,67,903,0.074197121,E. coli,fluoroquinolones and other quinolones
MS1,Member State 1,2020,ESCCOL,CEPH,animals,0.00055118,1,903,0.00110742,E. coli,third- and fourth-generation cephalosporins 
MS1,Member State 1,2020,ESCCOL,POL,animals,0.489539907,0,903,0,E. coli,polymyxins
MS1,Member State 1,2020,ESCCOL,AMP,animals,5.895179894,227,903,0.251384275,E. coli,aminopenicillins
MS19,Member State 19,2020,ESCCOL,TET,animals,0.046157077,20,966,0.020703934,E. coli,tetracyclines
MS19,Member State 19,2020,ESCCOL,QALL,animals,0.025832653,39,966,0.040372671,E. coli,fluoroquinolones and other quinolones
MS19,Member State 19,2020,ESCCOL,CEPH,animals,0.000193525,0,966,0,E. coli,third- and fourth-generation cephalosporins 
MS19,Member State 19,2020,ESCCOL,POL,animals,0,0,966,0,E. coli,polymyxins
MS19,Member State 19,2020,ESCCOL,AMP,animals,0.037191671,30,966,0.031055901,E. coli,aminopenicillins
MS29,Member State 29,2020,ESCCOL,TET,animals,44.27350254,308,532,0.578947368,E. coli,tetracyclines
MS29,Member State 29,2020,ESCCOL,QALL,animals,13.13808316,259,532,0.486842105,E. coli,fluoroquinolones and other quinolones
MS29,Member State 29,2020,ESCCOL,CEPH,animals,0.362621727,8,532,0.015037594,E. coli,third- and fourth-generation cephalosporins 
MS29,Member State 29,2020,ESCCOL,POL,animals,8.577918799,16,532,0.030075188,E. coli,polymyxins
MS29,Member State 29,2020,ESCCOL,AMP,animals,35.10005799,337,532,0.633458647,E. coli,aminopenicillins
MS18,Member State 18,2020,ESCCOL,TET,animals,61.04980806,480,628,0.76433121,E. coli,tetracyclines
MS18,Member State 18,2020,ESCCOL,QALL,animals,10.29610831,251,628,0.399681529,E. coli,fluoroquinolones and other quinolones
MS18,Member State 18,2020,ESCCOL,CEPH,animals,0.262678466,19,628,0.030254777,E. coli,third- and fourth-generation cephalosporins 
MS18,Member State 18,2020,ESCCOL,POL,animals,8.940621388,27,628,0.042993631,E. coli,polymyxins
MS18,Member State 18,2020,ESCCOL,AMP,animals,36.50667423,435,628,0.692675159,E. coli,aminopenicillins
MS25,Member State 25,2020,ESCCOL,TET,animals,12.51662246,208,369,0.563685637,E. coli,tetracyclines
MS25,Member State 25,2020,ESCCOL,QALL,animals,5.797209497,227,369,0.615176152,E. coli,fluoroquinolones and other quinolones
MS25,Member State 25,2020,ESCCOL,CEPH,animals,0.17654363,11,369,0.029810298,E. coli,third- and fourth-generation cephalosporins 
MS25,Member State 25,2020,ESCCOL,POL,animals,2.948788806,9,369,0.024390244,E. coli,polymyxins
MS25,Member State 25,2020,ESCCOL,AMP,animals,7.098737205,239,369,0.647696477,E. coli,aminopenicillins
MS3,Member State 3,2020,ESCCOL,TET,animals,0.741114725,41,390,0.105128205,E. coli,tetracyclines
MS3,Member State 3,2020,ESCCOL,QALL,animals,0.098091184,21,390,0.053846154,E. coli,fluoroquinolones and other quinolones
MS3,Member State 3,2020,ESCCOL,CEPH,animals,0.002101827,0,390,0,E. coli,third- and fourth-generation cephalosporins 
MS3,Member State 3,2020,ESCCOL,POL,animals,0.021833399,0,390,0,E. coli,polymyxins
MS3,Member State 3,2020,ESCCOL,AMP,animals,0.567204132,65,390,0.166666667,E. coli,aminopenicillins
MS30,Member State 30,2020,ESCCOL,TET,animals,4.732181729,59,170,0.347058824,E. coli,tetracyclines
MS30,Member State 30,2020,ESCCOL,QALL,animals,1.639689719,67,170,0.394117647,E. coli,fluoroquinolones and other quinolones
MS30,Member State 30,2020,ESCCOL,CEPH,animals,0.162832208,3,170,0.017647059,E. coli,third- and fourth-generation cephalosporins 
MS30,Member State 30,2020,ESCCOL,POL,animals,0.091315096,0,170,0,E. coli,polymyxins
MS30,Member State 30,2020,ESCCOL,AMP,animals,28.66636219,81,170,0.476470588,E. coli,aminopenicillins
MS6,Member State 6,2020,ESCCOL,TET,animals,12.10003777,118,169,0.698224852,E. coli,tetracyclines
MS6,Member State 6,2020,ESCCOL,QALL,animals,2.926250215,87,169,0.514792899,E. coli,fluoroquinolones and other quinolones
MS6,Member State 6,2020,ESCCOL,CEPH,animals,0.269153788,0,169,0,E. coli,third- and fourth-generation cephalosporins 
MS6,Member State 6,2020,ESCCOL,POL,animals,1.315243496,0,169,0,E. coli,polymyxins
MS6,Member State 6,2020,ESCCOL,AMP,animals,8.091107442,111,169,0.656804734,E. coli,aminopenicillins
MS23,Member State 23,2021,ESCCOL,TET,animals,22.91180467,231,515,0.448543689,E. coli,tetracyclines
MS23,Member State 23,2021,ESCCOL,QALL,animals,0.559264168,69,515,0.133980583,E. coli,fluoroquinolones and other quinolones
MS23,Member State 23,2021,ESCCOL,CEPH,animals,0.202799679,8,515,0.015533981,E. coli,third- and fourth-generation cephalosporins 
MS23,Member State 23,2021,ESCCOL,POL,animals,1.100093022,0,515,0,E. coli,polymyxins
MS23,Member State 23,2021,ESCCOL,AMP,animals,6.656670982,125,515,0.242718447,E. coli,aminopenicillins
MS14,Member State 14,2021,ESCCOL,TET,animals,18.60262028,263,603,0.43615257,E. coli,tetracyclines
MS14,Member State 14,2021,ESCCOL,QALL,animals,0.58877953,78,603,0.129353234,E. coli,fluoroquinolones and other quinolones
MS14,Member State 14,2021,ESCCOL,CEPH,animals,0.071967634,4,603,0.006633499,E. coli,third- and fourth-generation cephalosporins 
MS14,Member State 14,2021,ESCCOL,POL,animals,1.579270188,0,603,0,E. coli,polymyxins
MS14,Member State 14,2021,ESCCOL,AMP,animals,30.61408941,264,603,0.437810945,E. coli,aminopenicillins
MS22,Member State 22,2021,ESCCOL,TET,animals,39.20207392,125,200,0.625,E. coli,tetracyclines
MS22,Member State 22,2021,ESCCOL,QALL,animals,3.396136822,93,200,0.465,E. coli,fluoroquinolones and other quinolones
MS22,Member State 22,2021,ESCCOL,CEPH,animals,0.228203151,0,200,0,E. coli,third- and fourth-generation cephalosporins 
MS22,Member State 22,2021,ESCCOL,POL,animals,5.555566999,3,200,0.015,E. coli,polymyxins
MS22,Member State 22,2021,ESCCOL,AMP,animals,32.16233841,113,200,0.565,E. coli,aminopenicillins
MS4,Member State 4,2021,ESCCOL,TET,animals,139.9379361,97,121,0.801652893,E. coli,tetracyclines
MS4,Member State 4,2021,ESCCOL,QALL,animals,1.367842965,40,121,0.330578512,E. coli,fluoroquinolones and other quinolones
MS4,Member State 4,2021,ESCCOL,CEPH,animals,0.348769142,7,121,0.05785124,E. coli,third- and fourth-generation cephalosporins 
MS4,Member State 4,2021,ESCCOL,POL,animals,13.62740704,1,121,0.008264463,E. coli,polymyxins
MS4,Member State 4,2021,ESCCOL,AMP,animals,58.55222242,87,121,0.719008264,E. coli,aminopenicillins
MS27,Member State 27,2021,ESCCOL,TET,animals,18.34448444,115,373,0.308310992,E. coli,tetracyclines
MS27,Member State 27,2021,ESCCOL,QALL,animals,0.902965478,120,373,0.321715818,E. coli,fluoroquinolones and other quinolones
MS27,Member State 27,2021,ESCCOL,CEPH,animals,0.440422783,6,373,0.016085791,E. coli,third- and fourth-generation cephalosporins 
MS27,Member State 27,2021,ESCCOL,POL,animals,0.523702683,1,373,0.002680965,E. coli,polymyxins
MS27,Member State 27,2021,ESCCOL,AMP,animals,16.09483229,131,373,0.351206434,E. coli,aminopenicillins
MS13,Member State 13,2021,ESCCOL,TET,animals,17.58815075,259,820,0.315853659,E. coli,tetracyclines
MS13,Member State 13,2021,ESCCOL,QALL,animals,0.357366714,98,820,0.119512195,E. coli,fluoroquinolones and other quinolones
MS13,Member State 13,2021,ESCCOL,CEPH,animals,0.171924408,4,820,0.004878049,E. coli,third- and fourth-generation cephalosporins 
MS13,Member State 13,2021,ESCCOL,POL,animals,6.427522798,11,820,0.013414634,E. coli,polymyxins
MS13,Member State 13,2021,ESCCOL,AMP,animals,28.8839784,309,820,0.376829268,E. coli,aminopenicillins
MS9,Member State 9,2021,ESCCOL,TET,animals,4.022685721,105,346,0.303468208,E. coli,tetracyclines
MS9,Member State 9,2021,ESCCOL,QALL,animals,0.111924345,5,346,0.014450867,E. coli,fluoroquinolones and other quinolones
MS9,Member State 9,2021,ESCCOL,CEPH,animals,0.000688649,6,346,0.01734104,E. coli,third- and fourth-generation cephalosporins 
MS9,Member State 9,2021,ESCCOL,POL,animals,2.02654E-05,0,346,0,E. coli,polymyxins
MS9,Member State 9,2021,ESCCOL,AMP,animals,4.791763966,152,346,0.439306358,E. coli,aminopenicillins
MS10,Member State 10,2021,ESCCOL,TET,animals,10.5633513,66,225,0.293333333,E. coli,tetracyclines
MS10,Member State 10,2021,ESCCOL,QALL,animals,0.563551273,12,225,0.053333333,E. coli,fluoroquinolones and other quinolones
MS10,Member State 10,2021,ESCCOL,CEPH,animals,0.541365327,4,225,0.017777778,E. coli,third- and fourth-generation cephalosporins 
MS10,Member State 10,2021,ESCCOL,POL,animals,0.199542149,0,225,0,E. coli,polymyxins
MS10,Member State 10,2021,ESCCOL,AMP,animals,6.057736889,75,225,0.333333333,E. coli,aminopenicillins
MS26,Member State 26,2021,ESCCOL,TET,animals,44.8215462,160,243,0.658436214,E. coli,tetracyclines
MS26,Member State 26,2021,ESCCOL,QALL,animals,3.965023872,110,243,0.452674897,E. coli,fluoroquinolones and other quinolones
MS26,Member State 26,2021,ESCCOL,CEPH,animals,0.196086848,3,243,0.012345679,E. coli,third- and fourth-generation cephalosporins 
MS26,Member State 26,2021,ESCCOL,POL,animals,1.669650499,2,243,0.008230453,E. coli,polymyxins
MS26,Member State 26,2021,ESCCOL,AMP,animals,10.12727241,182,243,0.748971193,E. coli,aminopenicillins
MS20,Member State 20,2021,ESCCOL,TET,animals,32.6632748,462,680,0.679411765,E. coli,tetracyclines
MS20,Member State 20,2021,ESCCOL,QALL,animals,3.125575225,331,680,0.486764706,E. coli,fluoroquinolones and other quinolones
MS20,Member State 20,2021,ESCCOL,CEPH,animals,0.254934103,8,680,0.011764706,E. coli,third- and fourth-generation cephalosporins 
MS20,Member State 20,2021,ESCCOL,POL,animals,0.404132014,0,680,0,E. coli,polymyxins
MS20,Member State 20,2021,ESCCOL,AMP,animals,76.39613595,507,680,0.745588235,E. coli,aminopenicillins
MS17,Member State 17,2021,ESCCOL,TET,animals,3.501667021,36,340,0.105882353,E. coli,tetracyclines
MS17,Member State 17,2021,ESCCOL,QALL,animals,0.113484015,10,340,0.029411765,E. coli,fluoroquinolones and other quinolones
MS17,Member State 17,2021,ESCCOL,CEPH,animals,0.000406114,0,340,0,E. coli,third- and fourth-generation cephalosporins 
MS17,Member State 17,2021,ESCCOL,POL,animals,0,0,340,0,E. coli,polymyxins
MS17,Member State 17,2021,ESCCOL,AMP,animals,0.482792944,24,340,0.070588235,E. coli,aminopenicillins
MS12,Member State 12,2021,ESCCOL,TET,animals,18.98417113,361,806,0.447890819,E. coli,tetracyclines
MS12,Member State 12,2021,ESCCOL,QALL,animals,0.292229129,92,806,0.114143921,E. coli,fluoroquinolones and other quinolones
MS12,Member State 12,2021,ESCCOL,CEPH,animals,0.014307462,2,806,0.00248139,E. coli,third- and fourth-generation cephalosporins 
MS12,Member State 12,2021,ESCCOL,POL,animals,1.244360427,3,806,0.003722084,E. coli,polymyxins
MS12,Member State 12,2021,ESCCOL,AMP,animals,6.846348562,240,806,0.297766749,E. coli,aminopenicillins
MS7,Member State 7,2021,ESCCOL,TET,animals,16.04197372,113,255,0.443137255,E. coli,tetracyclines
MS7,Member State 7,2021,ESCCOL,QALL,animals,1.818036639,69,255,0.270588235,E. coli,fluoroquinolones and other quinolones
MS7,Member State 7,2021,ESCCOL,CEPH,animals,0.272030088,0,255,0,E. coli,third- and fourth-generation cephalosporins 
MS7,Member State 7,2021,ESCCOL,POL,animals,3.554157623,0,255,0,E. coli,polymyxins
MS7,Member State 7,2021,ESCCOL,AMP,animals,16.36329038,79,255,0.309803922,E. coli,aminopenicillins
MS21,Member State 21,2021,ESCCOL,TET,animals,55.51622345,250,510,0.490196078,E. coli,tetracyclines
MS21,Member State 21,2021,ESCCOL,QALL,animals,15.34592837,208,510,0.407843137,E. coli,fluoroquinolones and other quinolones
MS21,Member State 21,2021,ESCCOL,CEPH,animals,0.475788879,16,510,0.031372549,E. coli,third- and fourth-generation cephalosporins 
MS21,Member State 21,2021,ESCCOL,POL,animals,11.36336825,0,510,0,E. coli,polymyxins
MS21,Member State 21,2021,ESCCOL,AMP,animals,49.95217382,249,510,0.488235294,E. coli,aminopenicillins
MS5,Member State 5,2021,ESCCOL,TET,animals,27.50449986,166,340,0.488235294,E. coli,tetracyclines
MS5,Member State 5,2021,ESCCOL,QALL,animals,0.573413529,11,340,0.032352941,E. coli,fluoroquinolones and other quinolones
MS5,Member State 5,2021,ESCCOL,CEPH,animals,0.190294904,0,340,0,E. coli,third- and fourth-generation cephalosporins 
MS5,Member State 5,2021,ESCCOL,POL,animals,0.004124521,0,340,0,E. coli,polymyxins
MS5,Member State 5,2021,ESCCOL,AMP,animals,6.414640686,114,340,0.335294118,E. coli,aminopenicillins
MS28,Member State 28,2021,ESCCOL,TET,animals,0.314095845,53,170,0.311764706,E. coli,tetracyclines
MS28,Member State 28,2021,ESCCOL,QALL,animals,0.003735288,3,170,0.017647059,E. coli,fluoroquinolones and other quinolones
MS28,Member State 28,2021,ESCCOL,CEPH,animals,0.001310748,1,170,0.005882353,E. coli,third- and fourth-generation cephalosporins 
MS28,Member State 28,2021,ESCCOL,POL,animals,0,0,170,0,E. coli,polymyxins
MS28,Member State 28,2021,ESCCOL,AMP,animals,0.331242114,26,170,0.152941176,E. coli,aminopenicillins
MS16,Member State 16,2021,ESCCOL,TET,animals,28.41049989,411,680,0.604411765,E. coli,tetracyclines
MS16,Member State 16,2021,ESCCOL,QALL,animals,2.800957067,218,680,0.320588235,E. coli,fluoroquinolones and other quinolones
MS16,Member State 16,2021,ESCCOL,CEPH,animals,0.098885482,6,680,0.008823529,E. coli,third- and fourth-generation cephalosporins 
MS16,Member State 16,2021,ESCCOL,POL,animals,0.615021234,0,680,0,E. coli,polymyxins
MS16,Member State 16,2021,ESCCOL,AMP,animals,74.24397161,395,680,0.580882353,E. coli,aminopenicillins
MS15,Member State 15,2021,ESCCOL,TET,animals,2.252094176,85,200,0.425,E. coli,tetracyclines
MS15,Member State 15,2021,ESCCOL,QALL,animals,1.451484447,94,200,0.47,E. coli,fluoroquinolones and other quinolones
MS15,Member State 15,2021,ESCCOL,CEPH,animals,0.144373646,4,200,0.02,E. coli,third- and fourth-generation cephalosporins 
MS15,Member State 15,2021,ESCCOL,POL,animals,0.000340961,1,200,0.005,E. coli,polymyxins
MS15,Member State 15,2021,ESCCOL,AMP,animals,7.095974818,110,200,0.55,E. coli,aminopenicillins
MS24,Member State 24,2021,ESCCOL,TET,animals,7.198710692,88,207,0.425120773,E. coli,tetracyclines
MS24,Member State 24,2021,ESCCOL,QALL,animals,0.922194058,9,207,0.043478261,E. coli,fluoroquinolones and other quinolones
MS24,Member State 24,2021,ESCCOL,CEPH,animals,0.596286714,0,207,0,E. coli,third- and fourth-generation cephalosporins 
MS24,Member State 24,2021,ESCCOL,POL,animals,0.297055605,0,207,0,E. coli,polymyxins
MS24,Member State 24,2021,ESCCOL,AMP,animals,4.915244594,60,207,0.289855072,E. coli,aminopenicillins
MS11,Member State 11,2021,ESCCOL,TET,animals,8.244556517,84,302,0.278145695,E. coli,tetracyclines
MS11,Member State 11,2021,ESCCOL,QALL,animals,0.598826535,78,302,0.258278146,E. coli,fluoroquinolones and other quinolones
MS11,Member State 11,2021,ESCCOL,CEPH,animals,0.413939217,2,302,0.006622517,E. coli,third- and fourth-generation cephalosporins 
MS11,Member State 11,2021,ESCCOL,POL,animals,0.318077477,2,302,0.006622517,E. coli,polymyxins
MS11,Member State 11,2021,ESCCOL,AMP,animals,5.38571349,85,302,0.281456954,E. coli,aminopenicillins
MS8,Member State 8,2021,ESCCOL,TET,animals,46.50204055,74,129,0.573643411,E. coli,tetracyclines
MS8,Member State 8,2021,ESCCOL,QALL,animals,6.666530659,24,129,0.186046512,E. coli,fluoroquinolones and other quinolones
MS8,Member State 8,2021,ESCCOL,CEPH,animals,0.513367618,15,129,0.11627907,E. coli,third- and fourth-generation cephalosporins 
MS8,Member State 8,2021,ESCCOL,POL,animals,0.517074189,0,129,0,E. coli,polymyxins
MS8,Member State 8,2021,ESCCOL,AMP,animals,8.137106223,45,129,0.348837209,E. coli,aminopenicillins
MS1,Member State 1,2021,ESCCOL,TET,animals,16.10978713,283,911,0.31064764,E. coli,tetracyclines
MS1,Member State 1,2021,ESCCOL,QALL,animals,0.642553361,70,911,0.076838639,E. coli,fluoroquinolones and other quinolones
MS1,Member State 1,2021,ESCCOL,CEPH,animals,0.001076269,2,911,0.00219539,E. coli,third- and fourth-generation cephalosporins 
MS1,Member State 1,2021,ESCCOL,POL,animals,0.474993054,0,911,0,E. coli,polymyxins
MS1,Member State 1,2021,ESCCOL,AMP,animals,9.37337168,256,911,0.281009879,E. coli,aminopenicillins
MS19,Member State 19,2021,ESCCOL,TET,animals,0.037445303,46,973,0.047276465,E. coli,tetracyclines
MS19,Member State 19,2021,ESCCOL,QALL,animals,0.039190408,55,973,0.056526208,E. coli,fluoroquinolones and other quinolones
MS19,Member State 19,2021,ESCCOL,CEPH,animals,0.000126883,0,973,0,E. coli,third- and fourth-generation cephalosporins 
MS19,Member State 19,2021,ESCCOL,POL,animals,0,0,973,0,E. coli,polymyxins
MS19,Member State 19,2021,ESCCOL,AMP,animals,0.068506725,45,973,0.046248715,E. coli,aminopenicillins
MS29,Member State 29,2021,ESCCOL,TET,animals,32.57727663,278,569,0.48857645,E. coli,tetracyclines
MS29,Member State 29,2021,ESCCOL,QALL,animals,13.65699669,282,569,0.495606327,E. coli,fluoroquinolones and other quinolones
MS29,Member State 29,2021,ESCCOL,CEPH,animals,0.337544277,10,569,0.017574692,E. coli,third- and fourth-generation cephalosporins 
MS29,Member State 29,2021,ESCCOL,POL,animals,9.494683346,6,569,0.010544815,E. coli,polymyxins
MS29,Member State 29,2021,ESCCOL,AMP,animals,57.91954505,360,569,0.632688928,E. coli,aminopenicillins
MS18,Member State 18,2021,ESCCOL,TET,animals,48.64578003,262,406,0.645320197,E. coli,tetracyclines
MS18,Member State 18,2021,ESCCOL,QALL,animals,10.59601418,151,406,0.371921182,E. coli,fluoroquinolones and other quinolones
MS18,Member State 18,2021,ESCCOL,CEPH,animals,0.470122101,33,406,0.081280788,E. coli,third- and fourth-generation cephalosporins 
MS18,Member State 18,2021,ESCCOL,POL,animals,8.995506218,7,406,0.017241379,E. coli,polymyxins
MS18,Member State 18,2021,ESCCOL,AMP,animals,28.50298702,275,406,0.677339901,E. coli,aminopenicillins
MS25,Member State 25,2021,ESCCOL,TET,animals,15.59965853,310,497,0.623742455,E. coli,tetracyclines
MS25,Member State 25,2021,ESCCOL,QALL,animals,3.638145966,287,497,0.577464789,E. coli,fluoroquinolones and other quinolones
MS25,Member State 25,2021,ESCCOL,CEPH,animals,0.141167571,30,497,0.060362173,E. coli,third- and fourth-generation cephalosporins 
MS25,Member State 25,2021,ESCCOL,POL,animals,2.590679227,14,497,0.028169014,E. coli,polymyxins
MS25,Member State 25,2021,ESCCOL,AMP,animals,13.69331018,290,497,0.583501006,E. coli,aminopenicillins
MS3,Member State 3,2021,ESCCOL,TET,animals,0.820552699,59,409,0.144254279,E. coli,tetracyclines
MS3,Member State 3,2021,ESCCOL,QALL,animals,0.127284869,21,409,0.051344743,E. coli,fluoroquinolones and other quinolones
MS3,Member State 3,2021,ESCCOL,CEPH,animals,0.002874453,0,409,0,E. coli,third- and fourth-generation cephalosporins 
MS3,Member State 3,2021,ESCCOL,POL,animals,0.005445754,0,409,0,E. coli,polymyxins
MS3,Member State 3,2021,ESCCOL,AMP,animals,0.469853721,78,409,0.190709046,E. coli,aminopenicillins
MS30,Member State 30,2021,ESCCOL,TET,animals,8.554542068,51,170,0.3,E. coli,tetracyclines
MS30,Member State 30,2021,ESCCOL,QALL,animals,1.675439112,79,170,0.464705882,E. coli,fluoroquinolones and other quinolones
